분류체계,,기본 식별,,,,,,,증빙 첨부,R&R,
대분류,중분류,issue_id,issue_name,issue_group,checklist_question,unit,input_format,데이터 입력,증빙 첨부,부서,담당자
ESG경영일반,기업 프로필·조직현황,G0-01,기업 기본정보,기업개요,기업명은 무엇인가?,,string,,,,
,,G0-02,,,사업장 위치는 어디인가?,,string,,,,
,,G0-03,조직 정보,,법적 형태는 무엇인가?,,string,,,,
,,G0-04,,,상장 여부는 무엇인가?,,string,,,,
,,G0-05,조직 규모,,총 종업원 수는?,,int,,,,
,,G0-06,,,사업장 수는?,,int,,,,
,사업구조·가치사슬,G0-07,사업 구조,사업구조,주요 사업은 무엇인가?,,string,,,,
,,G0-08,,,주요 upstream value chain 범위를 정의하고 있는가?,,text,,,,
,,G0-09,,,주요 downstream value chain 범위를 정의하고 있는가?,,text,,,,
,,G0-10,Value Chain,,주요 공급망 구조는?,,string,,,,
,,G0-11,,,주요 제품/서비스는?,,string,,,,
,,G0-12,,,주요 시장은?,,string,,,,
,보고범위·경계,G0-13,보고 범위,보고정보,보고 기간은 무엇인가?,,YYYY,,,,
,,G0-14,,,연결 기준은 무엇인가?,,string,,,,
,,G0-15,,,보고에 포함되는 법인·사업장 목록을 관리하는가?,,text,,,,
,,G0-16,,,보고에서 제외된 법인·사업장과 제외 사유를 관리하는가?,,text,,,,
,지배구조·감독체계,G0-17,지배구조 개요,거버넌스개요,이사회 구조는 어떻게 되는가?,,string,,,,
,,G0-18,,,이사회 및 산하 위원회 구조를 관리하는가?,,text,,,,
,,G0-19,,,ESG 감독 책임자와 보고라인이 명확한가?,,text,,,,
,,G0-20,거버넌스,,이사회 독립성 비율은?,,%,,,,
,,G0-21,,,이사회 다양성은?,,string,,,,
,전략·리스크·승인체계,G0-22,전략,전략,ESG 전략은 무엇인가?,,string,,,,
,,G0-23,,,주요 리스크는?,,string,,,,
,,G0-24,,,중요 이슈 식별·우선순위화 절차를 보유하고 있는가?,,text,,,,
,,G0-25,,,지속가능성 보고서 승인 및 내부 검토 절차가 있는가?,,text,,,,
,정책·윤리·고충체계,G0-26,윤리,정책,윤리강령 존재 여부,,Y/N,,,,
,,G0-27,,,부패방지 정책 존재 여부,,Y/N,,,,
,,G0-28,정책,,신고·고충처리 채널의 적용 범위와 운영 원칙을 정의했는가?,,text,,,,
,이해관계자 참여,G0-29,이해관계자,이해관계자,주요 이해관계자는 누구인가?,,string,,,,
,,G0-30,,,주요 이해관계자 참여 채널과 주기를 관리하는가?,,text,,,,
,재무·경제가치,G0-31,재무 및 경제가치,재무·경제가치,연결 기준 직접 경제적 가치 창출·배분 총액은 얼마인가?,KRW_bn,number,,,,
,,G0-32,,,종업원급여 총액은 얼마인가?,KRW_bn,number,,,,
,,G0-33,,,원재료비 총액은 얼마인가?,KRW_bn,number,,,,
,,G0-34,,,법인세 총액은 얼마인가?,KRW_bn,number,,,,
,,G0-35,,,기부금 총액은 얼마인가?,KRW_bn,number,,,,
,,G0-36,요약 재무제표,재무·경제가치,매출액은 얼마인가?,KRW_bn,number,,,,
,,G0-37,,,영업이익은 얼마인가?,KRW_bn,number,,,,
,,G0-38,,,당기순이익은 얼마인가?,KRW_bn,number,,,,
,,G0-39,,,영업이익률은 얼마인가?,%,decimal,,,,
,,G0-40,,,순이익률은 얼마인가?,%,decimal,,,,
,투자·R&D,G0-41,R&D 및 투자,투자·R&D,연구개발비 총액은 얼마인가?,KRW_mn,number,,,,
,,G0-42,,,연구개발비/매출액 비율은 얼마인가?,%,decimal,,,,
,,G0-43,,,총 자본지출(CAPEX)은 얼마인가?,KRW_bn,number,,,,
,,G0-44,,,감가상각비는 얼마인가?,KRW_bn,number,,,,
,생산·판매,G0-45,생산·판매,생산·판매,총 생산대수는 얼마인가?,대,int,,,,
,,G0-46,,,총 판매대수는 얼마인가?,대,int,,,,
,,G0-47,,,국가/지역별 생산대수는 얼마인가?,대,json/table,,,,
,,G0-48,,,국내/해외 판매대수는 얼마인가?,대,json/table,,,,
,글로벌 네트워크,G0-49,글로벌 네트워크,사업구조,권역본부/생산/판매/연구/기타 법인 수는 몇 개인가?,개,json/table,,,,
,인증·특허,G0-50,인증 및 지식재산,인증·특허,주요 ISO 인증 보유 법인과 유효기간은 무엇인가?,-,json/table,,,,
,,G0-51,,,특허 보유 누적건수와 연간 신규출원 수는 얼마인가?,건,json/table,,,,
환경,기후 거버넌스,E1-01,기후변화 및 온실가스,Climate,기후 관련 최고 의사결정 조직·책임자가 지정되어 있는가?,-,text,,,,
,GHG Protocol·배출량 인벤토리,E1-02,,,온실가스 인벤토리 산정 체계가 수립되어 있는가?,-,boolean,,,,
,,E1-03,,,Scope 1 배출량을 산정하고 있는가?,tCO2e,number,,,,
,,E1-04,,,Scope 2 배출량을 산정하고 있는가?,tCO2e,number,,,,
,,E1-05,,,시장기반 Scope 2 배출량까지 구분 공시 가능한가?,tCO2e,number,,,,
,,E1-06,,,주요 Scope 3 카테고리를 산정하고 있는가?,tCO2e,number,,,,
,,E1-07,,,Scope 3를 카테고리별로 분류해 관리하는가?,tCO2e,multi-select,,,,
,,E1-08,,,감축 목표와 기준연도가 설정되어 있는가?,-,text,,,,
,기후전략·리스크·전환,E1-09,,,감축 목표 이행성과를 추적하고 있는가?,%,%,,,,
,,E1-10,,,기후 리스크/기회를 식별·평가하는가?,-,boolean,,,,
,,E1-11,,,기후 전환계획(Transition plan)을 보유하는가?,-,text,,,,
,,E1-12,,,기후 시나리오 분석을 수행하는가?,-,text,,,,
,,E1-13,,,내부 탄소가격 또는 이에 준하는 내부가격 체계를 활용하는가?,KRW/tCO2e,currency,,,,
,,E1-14,,,기후 관련 투자(CAPEX/OPEX)를 별도로 추적하는가?,KRW,currency,,,,
,GHG Protocol·배출량 인벤토리,E1-15,,,Scope 1+2 총배출량은 얼마인가?,tCO2e,number,,,,
,,E1-16,,,생산대수 기준 Scope1+2 집약도는 얼마인가?,tCO2e/대,decimal,,,,
,,E1-17,,,당해연도 배출 목표치는 얼마인가?,tCO2e,number,,,,
,에너지 관리·효율,E2-01,에너지 관리,Energy,총 에너지 사용량을 측정하는가?,MWh,number,,,,
,,E2-02,,,에너지원별 사용량을 구분해 관리하는가?,MWh,multi-select,,,,
,,E2-03,,,재생에너지 사용량 또는 조달비중을 관리하는가?,%,%,,,,
,,E2-04,,,에너지 효율 개선성과를 추적하는가?,%,%,,,,
,,E2-05,,,비재생 전기 사용량은 얼마인가?,MWh,number,,,,
,,E2-06,,,재생 전기 사용량은 얼마인가?,MWh,number,,,,
,,E2-07,,,LNG 사용량은 얼마인가?,MWh,number,,,,
,,E2-08,,,디젤/등유/휘발유 사용량은 얼마인가?,MWh,number,,,,
,,E2-09,,,스팀/열 사용량은 얼마인가?,MWh,number,,,,
,,E2-10,,,기타 연료 사용량은 얼마인가?,MWh,number,,,,
,,E2-11,,,생산대수 기준 에너지 사용 집약도는 얼마인가?,MWh/대,decimal,,,,
,수자원·수질 리스크,E3-01,수자원 관리,Water,취수량을 측정하는가?,m3,number,,,,
,,E3-02,,,방류량을 측정하는가?,m3,number,,,,
,,E3-03,,,용수 소비량(consumption)을 계산하는가?,m3,number,,,,
,,E3-04,,,재이용수 사용량 또는 재이용률을 관리하는가?,%,%,,,,
,,E3-05,,,수자원 스트레스 지역/공정수 리스크를 평가하는가?,-,text,,,,
,수자원 관리,E3-06,,,공급원별 취수량(도시용수/표층수/지하수/해수담수)은 얼마인가?,m3,json/table,,,,
,,E3-07,,,사업장 유형/공급원별 취수량은 얼마인가?,m3,json/table,,,,
,,E3-08,,,용수 사용량은 얼마인가?,m3,number,,,,
,,E3-09,,,용수 재활용량은 얼마인가?,m3,number,,,,
,,E3-10,,,용수 재활용 비율은 얼마인가?,%,decimal,,,,
,,E3-11,,,생산대수 기준 용수 사용 집약도는 얼마인가?,m3/대,decimal,,,,
,오염·유해물질,E4-01,오염 및 유해물질,Pollution,대기오염물질 배출을 측정하고 있는가?,ton,number,,,,
,,E4-02,,,유해/우려 화학물질 목록과 관리기준을 운영하는가?,-,text,,,,
,,E4-03,,,환경 유출/누출/비정상 배출 사고를 추적하는가?,건,number,,,,
,,E4-04,,,환경 법규 위반(벌금/과태료)을 관리하는가?,KRW,currency,,,,
,오염 및 유해물질,E4-05,,,SOx 배출량은 얼마인가?,ton,number,,,,
,,E4-06,,,NOx 배출량은 얼마인가?,ton,number,,,,
,,E4-07,,,먼지 배출량은 얼마인가?,ton,number,,,,
,,E4-08,,,대기오염물질 집약도는 얼마인가?,kg/대,decimal,,,,
,,E4-09,,,TOC(COD) 배출량은 얼마인가?,ton,number,,,,
,,E4-10,,,BOD 배출량은 얼마인가?,ton,number,,,,
,,E4-11,,,SS 배출량은 얼마인가?,ton,number,,,,
,,E4-12,,,수질오염물질 집약도는 얼마인가?,kg/대,decimal,,,,
,,E4-13,,,VOCs 및 THC 배출량은 얼마인가?,ton,number,,,,
,,E4-14,,,유해화학물질 사용량은 얼마인가?,ton,number,,,,
,폐기물·자원순환,E5-01,폐기물 및 자원순환,Circularity,총 폐기물 발생량을 측정하는가?,ton,number,,,,
,,E5-02,,,유해/지정 폐기물을 구분 관리하는가?,ton,number,,,,
,,E5-03,,,재활용/재사용/회수 비율을 관리하는가?,%,%,,,,
,,E5-04,,,처분(매립/소각) 폐기물 비중을 추적하는가?,%,%,,,,
,,E5-05,,,주요 원재료 사용량을 관리하는가?,ton,number,,,,
,,E5-06,,,재생원료/재활용 투입재 비율을 관리하는가?,%,%,,,,
,자원사용 및 순환경제,E5-07,,,철 사용량은 얼마인가?,ton,number,,,,
,,E5-08,,,철 스크랩 사용량은 얼마인가?,ton,number,,,,
,,E5-09,,,알루미늄 사용량은 얼마인가?,ton,number,,,,
,,E5-10,,,알루미늄 스크랩 사용량은 얼마인가?,ton,number,,,,
,,E5-11,,,철/알루미늄 사용 집약도는 얼마인가?,ton/대,decimal,,,,
,,E5-12,,,일반/지정/건설 폐기물 발생량은 얼마인가?,ton,json/table,,,,
,,E5-13,,,폐기물 유형별 처리방식(소각/매립/재활용 등)별 처리량은 얼마인가?,ton,json/table,,,,
,생물다양성·토지,E6-01,생물다양성 및 토지영향,Biodiversity,보호지역/민감지역 인접 사업장 여부를 파악하는가?,-,boolean,,,,
,,E6-02,,,생물다양성/생태계 영향 평가를 수행하는가?,-,boolean,,,,
,,E6-03,,,복원/보전 조치를 수행하는가?,-,text,,,,
,친환경 제품·밸류체인 환경,E7-01,친환경 제품 및 밸류체인 환경,Product_env,친환경 제품/저탄소 제품 기준을 정의하고 있는가?,-,text,,,,
,,E7-02,,Supply Chain_env,제품 전과정(LCA) 평가를 수행하는가?,-,boolean,,,,
,,E7-03,,,주요 공급업체 환경 평가를 수행하는가?,%,%,,,,
,제품·순환성·저탄소제품,E7-04,,Sustainable investment,환경투자 비용은 얼마인가?,KRW_100mn,number,,,,
,,E7-05,,,녹색구매 실적은 얼마인가?,KRW_100mn,number,,,,
사회,노동·고용,S1-01,노동·고용 관리,Labor,고용·채용·이직·복리후생 정책이 문서화되어 있는가?,-,text,,,,
,,S1-02,,,임직원 수를 고용형태·성별 기준으로 집계할 수 있는가?,명,number,,,,
,,S1-03,,,신규채용률과 이직률을 산출할 수 있는가?,%,%,,,,
,,S1-04,,,비정규·간접고용 인력 비중과 리스크를 관리하는가?,%,%,,,,
,,S1-05,,,사회적 대화(근로자대표·노사협의회·단체교섭) 체계가 있는가?,-,text,,,,
,,S1-06,,,지역별/성별 임직원 수는 얼마인가?,명,json/table,,,,
,,S1-07,,,직군별 인력 현황은 어떠한가?,명,json/table,,,,
,,S1-08,,,연령별 인력 현황은 어떠한가?,명,json/table,,,,
,,S1-09,,,국적별 인력 및 관리직 현황은 어떠한가?,명,json/table,,,,
,,S1-10,,,소속 외 근로자 수는 몇 명인가?,명,number,,,,
,,S1-11,,,신규채용 인원은 성별/연령/국적별로 몇 명인가?,명,json/table,,,,
,,S1-12,,,노동조합 가입/단체협약 적용 비율은 얼마인가?,%,decimal,,,,
,,S1-13,,,파업 발생 건수와 근로손실일수는 얼마인가?,건/일,json/table,,,,
,,S1-14,,,육아휴직 사용/복귀/유지 현황은 어떠한가?,명/%,json/table,,,,
,,S1-15,,,내부충원 비율과 청년인턴 정규직 전환율은 얼마인가?,%/명,json/table,,,,
,,S1-16,,,총 이직률/자발적 이직률 및 성별·연령·직급별 세부 이직 현황은 어떠한가?,%/명,json/table,,,,
,산업안전·보건,S2-01,산업안전 및 보건,Safety,안전보건 방침과 관리시스템이 수립되어 있는가?,-,text,,,,
,,S2-02,,,위험성평가와 사고조사 프로세스를 운영하는가?,-,text,,,,
,,S2-03,,,안전보건위원회 등 근로자 참여 메커니즘이 있는가?,-,text,,,,
,,S2-04,,,안전보건 교육 이수율을 관리하는가?,%,%,,,,
,,S2-05,,,업무상 재해율(TRIR/LTIFR)을 산출하는가?,건/백만시간,number,,,,
,,S2-06,,,사망사고 및 중대재해 건수와 후속조치를 관리하는가?,건,number,,,,
,교육·역량개발,S3-01,교육·역량개발,Talent,교육훈련·경력개발 정책이 있는가?,-,text,,,,
,,S3-02,,,1인당 연간 교육시간을 집계할 수 있는가?,시간,number,,,,
,,S3-03,,,성과·경력개발 평가 실시율을 관리하는가?,%,%,,,,
,,S3-04,,,핵심직무 교육 목표와 달성률을 관리하는가?,%,%,,,,
,,S3-05,,,총 교육비용 및 1인당 교육비용은 얼마인가?,KRW_100mn/만원,json/table,,,,
,,S3-06,,,직급/성별/연령별 1인당 교육시간은 얼마인가?,시간,json/table,,,,
,,S3-07,,,1인당 교육일수는 얼마인가?,일,decimal,,,,
,,S3-08,,,정기 성과평가 적용 비율은 전체/성별 기준 얼마인가?,%,json/table,,,,
,다양성·포용,S4-01,다양성·포용,Diversity,다양성·포용 및 차별금지 원칙이 정책으로 선언되어 있는가?,-,text,,,,
,,S4-02,,,성별 인력구성과 관리직 비중을 집계할 수 있는가?,%,%,,,,
,,S4-03,,,성별 임금격차 또는 보수격차를 산출하는가?,%,%,,,,
,,S4-04,,,차별·괴롭힘 신고와 시정조치를 관리하는가?,건,number,,,,
,,S4-05,,,여성 임원 수와 비율은 얼마인가?,명/%,json/table,,,,
,,S4-06,,,여성 임직원 수와 비율은 얼마인가?,명/%,json/table,,,,
,,S4-07,,,여성 관리자 수와 비율은 얼마인가?,명/%,json/table,,,,
,,S4-08,,,여성 하급 관리자 수와 비율은 얼마인가?,명/%,json/table,,,,
,,S4-09,,,수익창출 부서 여성 임직원 비율은 얼마인가?,%,decimal,,,,
,,S4-10,,,STEM 직책 여성 임직원 비율은 얼마인가?,%,decimal,,,,
,,S4-11,,,성별 평균 총급여 및 직급별 기본급/총급여 차이는 어떠한가?,KRW,json/table,,,,
,,S4-12,,,장애인 근로자 수와 고용률은 얼마인가?,명/%,json/table,,,,
,인권·grievance·구제,S5-01,인권 및 grievance,Human Rights,인권정책이 UNGP/OECD 기준을 반영하여 수립되어 있는가?,-,text,,,,
,,S5-02,,,salient human rights issues와 영향평가를 수행하는가?,-,text,,,,
,,S5-03,,,내부 grievance 채널이 존재하며 익명성·보복금지가 보장되는가?,-,boolean,,,,
,,S5-04,,,인권 grievance 접수 건수를 관리하는가?,건,number,,,,
,,S5-05,,,인권 grievance 종결률과 평균 처리일수를 산출하는가?,건,number,,,,
,,S5-06,,,중대한 인권 incident와 remedy 제공 건수를 관리하는가?,건,number,,,,
,공급망 인권·노동,S6-01,공급망 인권 및 노동,Supply Chain_social,공급업체 행동규범에 노동·인권 요구사항이 포함되어 있는가?,-,text,,,,
,,S6-02,,,공급망 인권·노동 리스크 스크리닝 및 실사 프로세스를 운영하는가?,-,text,,,,
,,S6-03,,,고위험 공급업체 비중을 산출하는가?,%,%,,,,
,,S6-04,,,공급업체 사회실사/감사 수행률을 관리하는가?,%,%,,,,
,,S6-05,,,공급업체 CAP 완료율을 추적하는가?,%,%,,,,
,,S6-06,,,강제노동·아동노동 등 중대 위반 건수와 공급망 grievance를 관리하는가?,건,number,,,,
,지역사회·이해관계자,S7-01,지역사회 및 이해관계자,Community,주요 사업장에 대해 지역사회 참여 또는 영향평가를 실시하는가?,%,%,,,,
,,S7-02,,,지역사회 grievance 채널과 대응 절차를 운영하는가?,-,text,,,,
,,S7-03,,,지역사회 grievance 접수 건수와 종결률을 관리하는가?,건,number,,,,
,,S7-04,,,지역사회 투자 및 상생 프로그램 집행액을 관리하는가?,KRW,currency,,,,
,지역사회 및 이해관계자,S7-05,,,지역사회 투자·기부·상업용 지출 및 권역별 지출은 얼마인가?,KRW_mn/USD,json/table,,,,
,,S7-06,,,봉사횟수·봉사인원·봉사시간은 얼마나 되는가?,회/명/시간,json/table,,,,
,,S7-07,,,협회·후원단체별 지출금액은 얼마인가?,KRW_mn,json/table,,,,
,제품책임·고객안전,S8-01,제품책임 및 고객안전,Product_resp,제품/서비스 안전 및 품질관리 체계와 리콜 프로세스가 있는가?,-,text,,,,
,,S8-02,,,제품안전 법규 위반·리콜·중대 incident를 관리하는가?,건,number,,,,
,,S8-03,,,고객 불만 또는 품질 클레임의 처리율을 관리하는가?,%,%,,,,
,,S8-04,,,제품/서비스 안전성 평가 적용 범위를 관리하는가?,%,%,,,,
,,S8-05,,,품질관리 시스템 인증 적용률은 얼마인가?,%,decimal,,,,
,,S8-06,,,NCAP 5-star 획득 차종 비율은 얼마인가?,%,json/table,,,,
,,S8-07,,,안전 관련 결함 컴플레인 수와 조사 비율은 얼마인가?,건/%,json/table,,,,
,,S8-08,,,리콜 차량 수는 얼마인가?,대,number,,,,
,,S8-09,,,고객만족도 조사 점수와 외부기관 평가 결과는 어떠한가?,점수/순위,json/table,,,,
,개인정보·데이터보호,S9-01,개인정보 및 데이터보호,Privacy,개인정보보호 정책과 관리체계(ISMS 등)가 있는가?,-,text,,,,
,,S9-02,,,개인정보 유출·침해 incident를 관리하는가?,건,number,,,,
,,S9-03,,,개인정보 관련 고객 불만 및 벌금·제재액을 관리하는가?,KRW,currency,,,,
,개인정보 및 데이터보호,S9-04,,,정보보안 사고 건수는 몇 건인가?,건,number,,,,
거버넌스,이사회·ESG 거버넌스,G1-01,이사회 및 ESG 거버넌스,Governance,이사회 또는 이에 준하는 최고 의사결정기구가 ESG/지속가능경영을 공식 감독하는가?,-,text,,,,
,,G1-02,,,ESG 관련 안건을 연간 몇 회 이상 이사회/위원회에서 검토하는가?,회,number,,,,
,,G1-03,,,경영진 차원에서 ESG 추진 책임자와 부서별 역할이 명확히 지정되어 있는가?,-,text,,,,
,,G1-04,,,최고 거버넌스기구 구성원의 이해상충 관리 및 독립성 기준이 존재하는가?,-,text,,,,
,,G1-05,,,이사회와 경영진을 대상으로 ESG 관련 교육이 수행되는가?,%,%,,,,
,,G1-06,,,임원 보상체계에 ESG 목표 또는 준법 KPI가 연계되어 있는가?,-,text,,,,
,거버넌스·윤리 감독,G1-07,,,준법교육 총 횟수 및 지역/주제/방식별 횟수는 얼마인가?,회,json/table,,,,
,,G1-08,,,준법교육 방식별 교육시간은 얼마인가?,시간,json/table,,,,
,,G1-09,,,준법 리스크 중점 모니터링 교육 인원은 몇 명인가?,명,number,,,,
,리스크관리·내부통제,G2-01,리스크관리 및 내부통제,Risk,"ESG 리스크·기회 식별, 평가, 대응 프로세스가 전사 리스크관리 체계와 연결되어 있는가?",-,text,,,,
,,G2-02,,,법규·규제 준수사항을 관리하는 컴플라이언스 레지스터를 운영하는가?,-,text,,,,
,,G2-03,,,ESG 데이터 입력·검증·승인에 대한 내부통제 및 공시 검증 절차가 존재하는가?,-,text,,,,
,,G2-04,,,"중대한 법규 위반, 제재, 벌금 발생 건수와 금액을 집계하는가?",원,currency,,,,
,,G2-05,,,중대한 ESG incident가 발생했을 때 최고경영진/이사회로 escalation되는 기준과 절차가 있는가?,-,text,,,,
,컴플라이언스·제재,G2-06,,compliance,규제기관 기준 개인정보 사고 제재 건수는 몇 건인가?,건,number,,,,
,,G2-07,,,표시/광고 위반 건수는 몇 건인가?,건,number,,,,
,,G2-08,,,환경 관련 위반 건수는 몇 건인가?,건,number,,,,
,,G2-09,,,환경 관련 과태료 및 벌금액은 얼마인가?,KRW_mn,number,,,,
,윤리·부패방지,G3-01,윤리경영 및 부패방지,Ethics,행동규범/윤리규범과 부패방지 정책이 수립되어 전 임직원 및 주요 협력사에 적용되는가?,-,text,,,,
,,G3-02,,,부패·윤리 교육의 실시 여부와 이수율을 관리하는가?,%,%,,,,
,,G3-03,,,부패·사기·제3자 리스크 평가를 수행하는가?,-,text,,,,
,,G3-04,,,확정된 부패·뇌물·사기 incident 건수와 징계/해고 조치를 관리하는가?,건,number,,,,
,,G3-05,,,익명 제보와 보복금지를 보장하는 whistleblowing 채널이 운영되는가?,-,boolean,,,,
,,G3-06,,,"whistleblowing 제보 접수건수, 종결률, 평균 처리기간을 집계하는가?",건,number,,,,
,공급망·거래관행·공공정책,G4-01,공급망·거래관행 및 공공정책,Business Conduct,공급업체 선정·평가·계약 과정에서 윤리/준법 요건을 반영하는가?,-,text,,,,
,,G4-02,,,표준 지급조건과 실제 지급일을 관리하여 중소 협력사 대금지급 관행을 점검하는가?,일,number,,,,
,,G4-03,,,"정치후원, 협회 활동, 공공정책 참여 및 로비 활동을 관리·공개하는가?",-,text,,,,
,,G4-04,,,"세무 거버넌스, 세무 리스크 관리, 책임있는 조세 원칙이 수립되어 있는가?",-,text,,,,
,공급망·거래관행 및 공공정책,G4-05,,,협회/정치/비과세 단체 후원 지출은 얼마인가?,KRW_mn,json/table,,,,
,공시·데이터 거버넌스,G5-01,공시통제 및 데이터 거버넌스,Data Governance,"ESG 데이터 항목별 owner, 산식, 단위, 증빙연결키가 정의되어 있는가?",-,text,,,,
,,G5-02,,,"증빙자료 보관기간, 버전관리, 변경이력 추적(audit trail) 체계를 운영하는가?",-,text,,,,
,,G5-03,,,내부검증 또는 제3자 assurance 대상 지표와 범위를 정의하는가?,-,text,,,,